Thumb,Index,Middle,Ring,Pinky,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Letter
0,0,0,0,2832,-6.29,-1.20,-6.27,-0.10,-0.05,-0.01,S
0,0,0,0,2586,-6.11,-1.23,-6.03,-0.10,0.01,-0.02,S
0,0,0,0,2337,-6.12,-1.08,-6.09,-0.11,0.03,-0.01,S
0,0,0,0,2571,-6.82,-0.38,-7.56,-0.77,0.65,0.08,S
0,0,0,0,2112,-4.56,0.37,-5.42,0.13,0.57,-0.36,S
0,0,0,0,1085,-6.38,-1.34,-8.07,-0.09,1.38,-0.07,S
0,0,0,0,1034,-0.47,0.59,-8.91,0.05,4.37,-0.30,S
0,0,0,0,2185,7.34,0.47,-8.16,-0.38,2.95,-0.52,S
0,0,0,0,1765,6.96,-0.54,-3.88,2.01,0.46,0.25,S
0,0,0,244,1922,8.76,1.49,-7.12,-1.16,-0.32,0.42,S
501,0,0,0,1786,8.24,-3.24,-5.94,-0.00,0.75,0.27,S
761,0,0,0,1591,4.03,-2.29,-1.50,1.24,-0.72,0.66,S
0,0,0,0,953,10.23,8.98,-1.44,-4.37,-4.37,2.77,S
0,0,0,0,27,4.70,3.15,-3.15,-0.03,0.25,0.35,S
0,0,0,0,0,4.46,1.22,-8.97,-0.34,0.05,-0.32,S
0,0,0,0,0,4.28,1.24,-8.16,-0.06,-0.04,0.12,S
0,0,0,0,0,4.54,1.81,-7.20,-0.52,0.60,-0.05,S
0,0,0,0,0,4.91,0.74,-7.35,-0.74,0.81,-0.95,S
0,0,0,0,0,5.32,1.01,-7.59,-0.17,-0.26,-0.00,S
0,0,0,0,0,4.16,1.36,-7.44,-0.25,0.13,-0.05,S
0,0,0,0,0,4.20,1.37,-7.79,-0.13,0.09,-0.02,S
0,0,0,0,0,4.24,1.64,-7.93,-0.11,0.05,-0.02,S
0,0,0,0,0,4.24,1.62,-7.96,-0.10,0.05,-0.00,S
0,0,0,0,0,4.15,1.64,-7.90,-0.11,0.03,-0.02,S
0,0,0,0,0,4.33,1.63,-7.92,-0.08,0.03,-0.02,S
0,0,0,0,0,4.26,1.72,-7.87,-0.10,0.02,-0.01,S
0,0,0,0,0,4.20,1.54,-7.96,-0.09,0.01,0.00,S
0,0,0,0,0,4.24,1.59,-7.91,-0.10,0.02,-0.01,S
0,0,0,0,0,4.29,1.69,-7.95,-0.10,0.02,-0.01,S
0,0,0,0,0,4.21,1.58,-7.85,-0.10,0.02,-0.01,S
0,0,0,0,0,4.25,1.61,-7.90,-0.10,0.02,-0.01,S
0,0,0,0,0,4.39,1.65,-7.90,-0.10,0.03,0.02,S
0,0,0,0,0,4.09,1.38,-7.91,-0.10,-0.00,-0.00,S
0,0,0,0,0,4.21,1.47,-7.94,-0.11,0.02,-0.05,S
0,0,0,0,0,4.31,1.75,-7.86,-0.10,0.03,-0.07,S
0,0,0,0,0,4.31,1.82,-7.75,-0.13,-0.00,-0.02,S
0,0,0,0,0,4.32,1.71,-7.85,-0.10,0.01,0.03,S
0,0,0,0,0,3.99,1.91,-8.02,-0.10,0.02,-0.04,S
0,0,0,0,0,4.38,1.96,-7.92,-0.11,0.03,0.01,S
0,0,0,0,0,4.19,1.49,-7.89,-0.12,-0.01,0.03,S
0,0,0,0,0,4.28,1.60,-7.94,-0.10,-0.00,0.02,S
0,0,0,0,0,4.16,1.70,-8.03,-0.08,-0.01,0.02,S
0,0,0,0,0,4.17,1.63,-7.90,-0.10,0.02,-0.06,S
0,0,0,0,0,4.34,1.77,-7.91,-0.09,0.03,-0.02,S
0,0,0,0,0,4.33,1.61,-7.78,-0.08,0.02,-0.02,S
0,0,0,0,0,3.89,1.78,-8.08,-0.12,0.05,-0.01,S
0,0,0,0,0,4.24,1.70,-7.81,-0.11,0.13,-0.00,S
0,0,0,0,0,4.12,1.79,-8.06,-0.09,-0.00,-0.01,S
0,0,0,0,0,4.16,1.84,-7.90,-0.11,0.04,-0.00,S
0,0,0,0,0,4.36,1.66,-7.86,-0.12,-0.02,0.00,S
0,0,0,0,0,4.24,1.78,-7.92,-0.09,0.04,-0.02,S
0,0,0,0,0,4.17,1.83,-8.06,-0.09,0.05,-0.00,S
0,0,0,0,0,4.34,1.71,-7.93,-0.09,0.01,-0.02,S
0,0,0,0,0,4.40,1.71,-7.79,-0.12,0.02,-0.01,S
0,0,0,0,0,4.35,1.71,-7.83,-0.10,0.02,-0.01,S
0,0,0,0,0,4.38,1.75,-7.78,-0.07,0.02,-0.01,S
